"CustomerID","Age","Gender","Location","Occupation","MembershipLevel","TotalPurchases","TotalSpent","FavouriteCategory","LastPurchaseDate","PaymentMethod","Churn"
"204","56","Female","Terengganu","Architecture","Gold","2","5931","Electronics","6/29/2023","Credit Card","0"
"205","60","Female","Putrajaya","Real Estate","Silver","17","7911","Home","4/19/2023","Credit Card","0"
"206","25","Male","Sarawak","Real Estate","Gold","6","11887","Clothing","8/11/2023","Credit Card","0"
"207","46","Male","Sabah","Dentistry","Platinum","3","4228","Clothing","2/12/2023","Credit Card","0"
"209","66","Male","Kedah","Human Resources","Gold","1","4623","Electronics","9/7/2023","Credit Card","0"
"210","37","Female","Terengganu","Design","Silver","5","5335","Electronics","8/25/2023","Credit Card","0"
"211","19","Female","Putrajaya","Design","Platinum","1","1429","Home","5/4/2023","Cash","0"
"212","50","Female","Kedah","Student","Bronze","3","674","Books","5/22/2023","TnG","0"
"214","42","Female","Putrajaya","Social Work","Silver","7","6587","Clothing","2/20/2023","Credit Card","0"
"216","47","Male","Negeri Sembilan","Social Work","Gold","5","4980","Home","6/13/2023","Credit Card","0"
"217","25","Female","Penang","Law Enforcement","Bronze","8","4059","Clothing","5/18/2023","Credit Card","1"
"220","68","Male","Sabah","Medicine","Platinum","2","2884","Clothing","2/17/2023","Cash","1"
"222","31","Female","Selangor","Arts","Bronze","2","3090","Clothing","4/27/2023","TnG","0"
"223","67","Female","Sabah","Law Enforcement","Platinum","9","5165","Electronics","8/17/2023","Credit Card","0"
"224","65","Female","Malacca","Fitness","Platinum","5","5592","Home","7/1/2023","Credit Card","1"
"225","50","Female","Johor","Finance","Gold","5","2025","Home","9/11/2023","Cash","0"
"226","56","Female","Kuala Lumpur","Education","Silver","5","8853","Electronics","8/3/2023","Credit Card","0"
"228","60","Female","Sarawak","Event Planning","Bronze","1","5136","Home","5/8/2023","Credit Card","0"
"230","31","Female","Kedah","Medicine","Platinum","8","6372","Home","8/1/2023","Credit Card","0"
"234","48","Female","Malacca","Fitness","Gold","2","1354","Home","7/11/2023","Credit Card","0"
"236","27","Male","Sarawak","Architecture","Gold","5","1911","Clothing","6/17/2023","Credit Card","0"
"238","52","Female","Kelantan","Healthcare","Bronze","5","3265","Home","8/17/2023","Cash","0"
"239","57","Male","Putrajaya","Student","Platinum","3","4620","Home","1/17/2023","Credit Card","0"
"240","29","Male","Malacca","Piloting","Platinum","4","219","Home","3/17/2023","Cash","0"
"241","41","Male","Penang","Business Analysis","Bronze","4","2503","Home","2/19/2023","Credit Card","0"
"242","57","Female","Negeri Sembilan","Education","Platinum","3","782","Clothing","4/6/2023","Credit Card","1"
"246","57","Female","Kelantan","Design","Bronze","6","6391","Electronics","5/22/2023","Credit Card","0"
"248","51","Female","Perak","Construction","Gold","6","7748","Home","2/12/2023","Credit Card","0"
"250","43","Male","Penang","Photography","Gold","8","9059","Books","6/9/2023","Credit Card","1"
"251","68","Female","Perlis","Fitness","Platinum","9","3442","Clothing","8/8/2023","TnG","0"
"253","23","Male","Malacca","Fitness","Bronze","2","4813","Books","7/29/2023","Credit Card","0"
"258","32","Male","Malacca","Social Work","Platinum","4","2424","Electronics","7/5/2023","Credit Card","0"
"259","70","Female","Kedah","Law Enforcement","Bronze","1","3879","Books","3/8/2023","Credit Card","0"
"260","41","Female","Sarawak","Plumbing","Gold","4","2764","Books","6/19/2023","Cash","0"
"262","70","Male","Perlis","Plumbing","Bronze","1","1337","Clothing","4/27/2023","Cash","0"
"263","38","Male","Terengganu","Education","Platinum","2","2989","Clothing","7/5/2023","Credit Card","1"
"264","69","Female","Pahang","Social Work","Silver","11","10078","Clothing","3/8/2023","Credit Card","0"
"265","53","Male","Terengganu","Business Analysis","Gold","16","13962","Books","6/22/2023","Credit Card","0"
"266","31","Female","Perak","Real Estate","Gold","8","2758","Books","8/5/2023","TnG","0"
"267","64","Female","Negeri Sembilan","Healthcare","Silver","10","6342","Books","8/19/2023","Credit Card","1"
"269","57","Male","Sabah","Healthcare","Bronze","3","3558","Home","3/14/2023","Credit Card","0"
"270","68","Female","Penang","Dentistry","Platinum","7","5005","Clothing","9/9/2023","Credit Card","1"
"271","54","Male","Negeri Sembilan","Education","Gold","3","5002","Clothing","7/19/2023","Credit Card","1"
"273","68","Male","Pahang","Photography","Bronze","4","1052","Electronics","2/5/2023","TnG","0"
"275","70","Female","Putrajaya","Student","Bronze","5","1438","Electronics","8/17/2023","Cash","0"
"278","18","Male","Perak","Plumbing","Gold","6","8363","Books","9/8/2023","Credit Card","0"
"281","61","Male","Negeri Sembilan","Arts","Gold","1","2440","Home","2/18/2023","TnG","0"
"282","62","Male","Terengganu","Architecture","Silver","4","2693","Electronics","5/28/2023","Cash","0"
"283","38","Male","Kelantan","Event Planning","Bronze","4","3331","Home","2/8/2023","Credit Card","0"
"288","33","Male","Kuala Lumpur","Social Work","Silver","7","5553","Clothing","6/25/2023","Credit Card","0"
"291","32","Male","Terengganu","Dentistry","Gold","2","2513","Home","1/4/2023","TnG","0"
"293","51","Female","Perak","Law Enforcement","Bronze","6","4157","Electronics","5/30/2023","Credit Card","0"
"294","20","Female","Sabah","Education","Silver","3","3707","Clothing","3/11/2023","Credit Card","0"
"297","57","Male","Putrajaya","Finance","Platinum","5","8283","Home","7/30/2023","Credit Card","0"
"298","39","Female","Sabah","Human Resources","Platinum","12","6212","Electronics","6/29/2023","Credit Card","0"
"300","25","Male","Putrajaya","Student","Bronze","7","1084","Home","5/7/2023","Cash","0"
"303","26","Male","Johor","Event Planning","Platinum","3","4730","Books","3/28/2023","Credit Card","1"
"304","49","Male","Kuala Lumpur","Dentistry","Bronze","3","2516","Home","4/25/2023","Credit Card","1"
"308","69","Male","Terengganu","Research","Platinum","4","5242","Electronics","8/31/2023","Credit Card","0"
"310","37","Male","Pahang","Customer Service","Bronze","6","8710","Books","8/26/2023","Credit Card","0"
"313","40","Female","Johor","Engineering","Platinum","7","10528","Books","8/28/2023","Credit Card","0"
"314","31","Female","Perak","Student","Gold","1","3000","Home","7/1/2023","Credit Card","0"
"316","24","Male","Johor","Design","Gold","2","667","Electronics","3/21/2023","TnG","0"
"318","55","Male","Perlis","Photography","Gold","7","7837","Clothing","5/31/2023","Credit Card","0"
"319","29","Female","Johor","Engineering","Platinum","5","4219","Electronics","3/28/2023","Credit Card","0"
"320","61","Male","Sarawak","Construction","Gold","5","2437","Home","6/9/2023","TnG","0"
"323","63","Female","Perak","Piloting","Bronze","1","4057","Home","1/10/2023","Credit Card","0"
"324","21","Female","Malacca","Piloting","Bronze","4","893","Books","9/12/2023","TnG","0"
"326","18","Female","Penang","Arts","Bronze","4","3730","Electronics","3/27/2023","Credit Card","1"
"327","52","Male","Perak","Architecture","Platinum","7","4331","Clothing","8/2/2023","Credit Card","0"
"332","48","Female","Terengganu","Pharmacy","Bronze","3","5785","Books","8/23/2023","Credit Card","0"
"335","58","Female","Putrajaya","Writing","Gold","10","5902","Electronics","5/2/2023","Credit Card","1"
"337","32","Male","Negeri Sembilan","Journalism","Gold","3","4513","Books","5/8/2023","Credit Card","0"
"338","25","Male","Kedah","Research","Platinum","11","7230","Books","6/30/2023","Credit Card","1"
"339","19","Female","Kedah","Fitness","Silver","1","4221","Electronics","4/15/2023","Credit Card","0"
"340","39","Male","Negeri Sembilan","Entrepreneurship","Platinum","5","4745","Clothing","8/16/2023","Credit Card","0"
"342","32","Female","Perlis","Event Planning","Gold","6","5819","Home","5/30/2023","Credit Card","0"
"345","33","Female","Kuala Lumpur","Writing","Platinum","5","1680","Books","9/12/2023","TnG","0"
"346","18","Male","Malacca","Design","Gold","6","5061","Clothing","6/27/2023","Credit Card","0"
"348","67","Female","Negeri Sembilan","Construction","Gold","2","372","Electronics","3/11/2023","Cash","0"
"349","30","Male","Negeri Sembilan","Social Work","Bronze","4","3075","Electronics","1/5/2023","Credit Card","1"
"351","26","Female","Kedah","Journalism","Silver","4","4225","Home","1/19/2023","Credit Card","0"
"353","33","Male","Perak","Medicine","Gold","10","2583","Clothing","7/2/2023","TnG","1"
"354","59","Male","Negeri Sembilan","Finance","Gold","2","4564","Clothing","2/4/2023","Credit Card","0"
"358","61","Female","Pahang","Dentistry","Bronze","1","2276","Electronics","8/13/2023","TnG","0"
"359","29","Male","Penang","Social Work","Platinum","5","5127","Clothing","2/6/2023","Credit Card","0"
"361","28","Female","Terengganu","Law Enforcement","Silver","5","1540","Books","8/13/2023","Cash","1"
"363","67","Female","Kelantan","Research","Silver","10","8826","Home","7/11/2023","Credit Card","0"
"367","65","Female","Terengganu","Social Work","Silver","5","2151","Clothing","6/9/2023","Cash","0"
"369","21","Male","Kuala Lumpur","Pharmacy","Platinum","7","8504","Electronics","6/16/2023","Credit Card","0"
"370","28","Male","Selangor","Information Technology","Platinum","3","3349","Home","4/12/2023","Cash","0"
"372","39","Male","Kelantan","Marketing","Gold","3","2745","Books","1/22/2023","Cash","0"
"374","50","Female","Malacca","Customer Service","Bronze","7","8129","Clothing","9/8/2023","Credit Card","0"
"376","54","Male","Penang","Arts","Platinum","5","3431","Books","5/7/2023","Cash","0"
"380","37","Male","Penang","Human Resources","Bronze","4","3955","Electronics","7/25/2023","Credit Card","1"
"381","63","Female","Sarawak","Information Technology","Gold","3","8538","Home","5/4/2023","Credit Card","0"
"382","66","Male","Terengganu","Engineering","Silver","6","4611","Home","6/23/2023","Credit Card","0"
"384","48","Female","Sarawak","Arts","Silver","6","2832","Books","6/17/2023","TnG","0"
"385","36","Female","Perlis","Human Resources","Bronze","3","5055","Electronics","1/9/2023","Credit Card","1"
"388","56","Male","Malacca","Marketing","Bronze","5","8339","Clothing","5/31/2023","Credit Card","0"
"390","34","Female","Negeri Sembilan","Journalism","Gold","3","4423","Books","3/28/2023","Credit Card","0"
"392","25","Female","Pahang","Arts","Silver","4","3530","Electronics","2/27/2023","Credit Card","1"
"395","69","Male","Malacca","Piloting","Silver","5","3162","Books","1/29/2023","Cash","0"
"400","35","Male","Malacca","Healthcare","Platinum","5","228","Home","8/20/2023","Credit Card","0"
"401","36","Male","Kedah","Social Work","Platinum","4","392","Home","7/3/2023","TnG","1"
"402","59","Female","Perak","Business Analysis","Bronze","7","10652","Clothing","8/6/2023","Credit Card","0"
"405","35","Male","Selangor","Plumbing","Platinum","2","943","Clothing","4/24/2023","Cash","1"
"409","19","Male","Penang","Engineering","Silver","9","2602","Home","7/12/2023","Cash","0"
"413","29","Female","Pahang","Information Technology","Silver","1","3679","Home","7/26/2023","Credit Card","1"
"414","21","Male","Pahang","Plumbing","Silver","2","4959","Clothing","8/8/2023","Credit Card","0"
"417","20","Female","Malacca","Law Enforcement","Platinum","4","5387","Books","7/23/2023","Credit Card","0"
"418","30","Male","Putrajaya","Marketing","Platinum","3","3274","Clothing","7/15/2023","TnG","1"
"419","44","Male","Malacca","Pharmacy","Silver","1","2760","Clothing","6/21/2023","Cash","0"
"425","20","Male","Perak","Fitness","Bronze","1","1188","Electronics","7/13/2023","Cash","0"
"427","59","Female","Malacca","Student","Platinum","4","4050","Electronics","4/28/2023","Credit Card","0"
"429","31","Female","Terengganu","Human Resources","Gold","5","4374","Home","8/25/2023","Credit Card","0"
"431","34","Female","Kedah","Piloting","Silver","11","10526","Clothing","9/12/2023","Credit Card","1"
"432","67","Female","Kuala Lumpur","Medicine","Silver","3","5224","Clothing","4/21/2023","Credit Card","0"
"434","36","Female","Perak","Writing","Silver","5","7721","Books","8/14/2023","Credit Card","0"
"435","48","Female","Sabah","Finance","Platinum","10","3270","Clothing","8/26/2023","Credit Card","0"
"438","27","Male","Perak","Arts","Platinum","4","2454","Electronics","6/28/2023","Credit Card","0"
"441","31","Female","Malacca","Research","Bronze","5","3587","Clothing","2/8/2023","Credit Card","0"
"444","44","Male","Perlis","Fitness","Bronze","2","930","Books","6/4/2023","TnG","0"
"448","39","Male","Pahang","Journalism","Platinum","2","3773","Clothing","5/25/2023","Credit Card","0"
"452","63","Female","Sabah","Entrepreneurship","Gold","6","8026","Books","8/21/2023","Credit Card","0"
"455","47","Male","Negeri Sembilan","Plumbing","Platinum","1","4470","Home","5/20/2023","Credit Card","0"
"458","40","Female","Pahang","Design","Platinum","3","3952","Home","7/1/2023","Credit Card","1"
"460","19","Female","Terengganu","Student","Silver","16","18725","Clothing","8/29/2023","Credit Card","0"
"461","70","Female","Perlis","Plumbing","Bronze","1","2727","Clothing","8/21/2023","Credit Card","0"
"462","48","Female","Kedah","Plumbing","Platinum","2","4812","Home","8/5/2023","Credit Card","0"
"464","38","Male","Selangor","Information Technology","Bronze","5","1439","Clothing","5/14/2023","Cash","1"
"468","39","Male","Negeri Sembilan","Engineering","Silver","3","2305","Books","1/3/2023","Cash","0"
"470","45","Male","Kedah","Human Resources","Silver","2","4824","Books","4/11/2023","Credit Card","0"
"471","63","Female","Sarawak","Student","Bronze","6","5825","Books","6/18/2023","Credit Card","0"
"472","38","Male","Penang","Arts","Silver","6","6532","Clothing","5/31/2023","Credit Card","0"
"477","29","Female","Perak","Arts","Bronze","5","5118","Electronics","3/6/2023","Credit Card","1"
"480","54","Female","Kedah","Event Planning","Platinum","4","459","Home","9/12/2023","Credit Card","0"
"481","50","Female","Perlis","Research","Platinum","2","2471","Clothing","1/13/2023","TnG","0"
"482","68","Male","Perlis","Engineering","Silver","8","4076","Home","3/28/2023","Credit Card","0"
"485","64","Male","Negeri Sembilan","Pharmacy","Platinum","4","985","Books","1/12/2023","Cash","1"
"486","21","Female","Kelantan","Medicine","Bronze","7","2727","Clothing","8/16/2023","TnG","1"
"488","41","Female","Terengganu","Construction","Bronze","3","2212","Clothing","1/22/2023","Credit Card","0"
"493","42","Male","Terengganu","Business Analysis","Gold","1","612","Books","2/19/2023","Cash","0"
"495","30","Female","Negeri Sembilan","Information Technology","Gold","5","4542","Electronics","4/12/2023","Credit Card","0"
"497","64","Female","Kedah","Construction","Platinum","7","3404","Books","5/18/2023","TnG","0"
"498","52","Male","Terengganu","Journalism","Gold","4","1477","Books","1/18/2023","Cash","0"
"499","32","Female","Pahang","Pharmacy","Gold","6","4776","Electronics","7/28/2023","Credit Card","0"
"500","33","Female","Pahang","Pharmacy","Gold","10","4577","Clothing","7/21/2023","Credit Card","0"
"502","19","Male","Putrajaya","Architecture","Gold","6","5946","Electronics","5/7/2023","Credit Card","0"
"505","38","Male","Johor","Design","Bronze","6","6420","Electronics","8/1/2023","Credit Card","0"
"511","34","Male","Penang","Event Planning","Bronze","2","786","Clothing","3/8/2023","Credit Card","0"
"513","55","Female","Perlis","Real Estate","Silver","6","6466","Books","9/10/2023","Credit Card","0"
"516","35","Male","Perlis","Entrepreneurship","Silver","7","5626","Electronics","8/4/2023","Credit Card","1"
"517","70","Female","Penang","Writing","Platinum","5","2624","Home","4/21/2023","TnG","1"
"521","30","Male","Kedah","Student","Platinum","4","2442","Clothing","3/21/2023","TnG","0"
"525","47","Female","Penang","Human Resources","Platinum","4","1646","Books","4/4/2023","TnG","0"
"526","42","Female","Kelantan","Pharmacy","Bronze","5","1751","Books","9/4/2023","TnG","0"
"527","49","Male","Negeri Sembilan","Human Resources","Bronze","5","4474","Home","3/26/2023","Credit Card","0"
"533","19","Male","Selangor","Entrepreneurship","Bronze","3","4231","Books","8/26/2023","Credit Card","1"
"534","34","Male","Kedah","Marketing","Silver","7","4841","Electronics","7/30/2023","Credit Card","1"
"535","52","Female","Pahang","Student","Platinum","2","4051","Books","3/29/2023","Credit Card","0"
"539","68","Female","Kelantan","Customer Service","Silver","15","9065","Clothing","5/30/2023","Credit Card","0"
"541","65","Male","Perak","Customer Service","Platinum","1","847","Clothing","5/21/2023","Credit Card","0"
"542","36","Male","Putrajaya","Pharmacy","Bronze","2","1662","Clothing","4/4/2023","TnG","0"
"546","55","Male","Malacca","Education","Bronze","8","7543","Books","5/12/2023","Credit Card","0"
"548","65","Male","Kedah","Real Estate","Bronze","2","4801","Clothing","6/15/2023","Credit Card","0"
"551","38","Male","Selangor","Healthcare","Platinum","4","3050","Home","7/5/2023","Cash","0"
"554","35","Female","Kuala Lumpur","Law Enforcement","Bronze","4","3342","Books","5/17/2023","TnG","0"
"557","60","Male","Putrajaya","Student","Silver","8","6152","Electronics","8/7/2023","Credit Card","0"
"558","47","Female","Kedah","Dentistry","Gold","4","5273","Books","8/6/2023","Credit Card","0"
"563","28","Male","Johor","Writing","Platinum","5","3823","Home","8/19/2023","Credit Card","0"
"565","58","Male","Kelantan","Business Analysis","Bronze","2","2395","Clothing","4/21/2023","Cash","0"
"569","23","Male","Sarawak","Student","Gold","1","595","Books","8/2/2023","TnG","1"
"572","53","Female","Sarawak","Human Resources","Platinum","13","3926","Clothing","5/8/2023","Credit Card","0"
"575","64","Male","Negeri Sembilan","Event Planning","Bronze","2","2058","Books","3/11/2023","TnG","0"
"576","52","Male","Perlis","Student","Gold","3","3368","Home","4/11/2023","Cash","0"
"577","63","Male","Negeri Sembilan","Construction","Gold","6","6201","Clothing","7/8/2023","Credit Card","1"
"583","56","Male","Penang","Fitness","Platinum","3","1445","Home","5/18/2023","TnG","0"
"588","47","Male","Penang","Dentistry","Bronze","2","559","Electronics","5/22/2023","Cash","0"
"589","69","Female","Perak","Plumbing","Platinum","5","7467","Books","7/24/2023","Credit Card","0"
"591","64","Male","Malacca","Real Estate","Silver","3","3022","Books","7/15/2023","TnG","0"
"594","28","Male","Sarawak","Event Planning","Gold","5","7590","Electronics","2/28/2023","Credit Card","0"
"595","52","Male","Johor","Arts","Platinum","9","6016","Books","8/2/2023","Credit Card","0"
"605","59","Male","Kedah","Engineering","Bronze","1","1117","Home","6/12/2023","TnG","0"
"608","36","Male","Perak","Student","Gold","5","3023","Clothing","3/31/2023","Cash","0"
"609","49","Male","Putrajaya","Finance","Bronze","5","1373","Clothing","8/22/2023","Credit Card","1"
"611","60","Female","Negeri Sembilan","Design","Bronze","5","4354","Home","2/4/2023","Credit Card","0"
"615","44","Female","Perlis","Engineering","Gold","3","4563","Books","6/18/2023","Credit Card","1"
"618","29","Male","Perak","Education","Bronze","1","1206","Clothing","2/3/2023","Credit Card","0"
"620","63","Female","Kelantan","Plumbing","Gold","4","3549","Clothing","2/18/2023","Credit Card","1"
"622","53","Female","Terengganu","Dentistry","Bronze","1","4304","Electronics","3/8/2023","Credit Card","0"
"623","23","Male","Terengganu","Fitness","Bronze","1","1757","Home","8/8/2023","Credit Card","0"
"630","57","Male","Pahang","Pharmacy","Silver","3","6571","Electronics","8/6/2023","Credit Card","0"
"632","30","Male","Sabah","Law Enforcement","Silver","3","4226","Clothing","7/27/2023","Credit Card","0"
"634","29","Female","Perak","Business Analysis","Gold","8","3690","Clothing","6/23/2023","Credit Card","0"
"635","60","Female","Terengganu","Construction","Bronze","2","750","Books","5/25/2023","TnG","0"
"637","43","Female","Kuala Lumpur","Customer Service","Silver","2","1002","Clothing","8/27/2023","Cash","0"
"640","22","Female","Putrajaya","Law Enforcement","Gold","15","10255","Books","8/9/2023","Credit Card","0"
"641","46","Female","Sabah","Customer Service","Silver","6","4275","Books","8/10/2023","Credit Card","1"
"643","39","Female","Terengganu","Engineering","Platinum","2","970","Books","9/8/2023","Credit Card","0"
"644","31","Female","Malacca","Real Estate","Bronze","6","5786","Books","5/16/2023","Credit Card","0"
"648","46","Male","Malacca","Business Analysis","Bronze","5","4334","Books","9/10/2023","Credit Card","0"
"650","33","Female","Perak","Information Technology","Gold","18","9029","Home","6/6/2023","Credit Card","1"
"651","19","Female","Perlis","Real Estate","Bronze","1","1423","Electronics","7/6/2023","Cash","1"
"652","62","Male","Kelantan","Medicine","Gold","8","3346","Clothing","5/9/2023","Cash","1"
"653","22","Male","Pahang","Photography","Platinum","4","4186","Clothing","2/3/2023","Credit Card","0"
