CustomerID,Age,Gender,Location,Occupation,MembershipLevel,TotalPurchases,TotalSpent,FavouriteCategory,LastPurchaseDate,PaymentMethod,Churn
30261,51,Male,Pahang,Engineering,Silver,5,1375,Clothing,5/27/2023,TnG,0
30263,64,Male,Kuala Lumpur,Construction,Platinum,2,3583,Home,9/3/2023,Credit Card,1
30268,44,Male,Kuala Lumpur,Engineering,Silver,4,1691,Electronics,5/7/2023,TnG,0
30269,63,Female,Perlis,Customer Service,Platinum,9,9552,Home,8/28/2023,Credit Card,1
30271,37,Male,Selangor,Photography,Bronze,5,4034,Electronics,1/27/2023,Credit Card,0
30273,26,Female,Terengganu,Construction,Platinum,2,897,Electronics,7/20/2023,Credit Card,0
30274,62,Female,Pahang,Medicine,Platinum,5,4169,Books,3/15/2023,Credit Card,1
30275,51,Female,Selangor,Real Estate,Silver,8,5484,Books,6/16/2023,Credit Card,0
30276,26,Female,Terengganu,Research,Bronze,3,780,Electronics,8/20/2023,TnG,0
30277,44,Male,Selangor,Research,Bronze,4,5599,Clothing,8/10/2023,Credit Card,0
30278,66,Female,Kedah,Education,Bronze,5,2775,Electronics,3/8/2023,Credit Card,1
30279,51,Male,Putrajaya,Engineering,Gold,2,592,Home,9/5/2023,Cash,0
30280,27,Female,Kuala Lumpur,Pharmacy,Bronze,1,1426,Electronics,2/11/2023,Cash,0
30281,69,Male,Kedah,Education,Bronze,5,6218,Electronics,6/30/2023,Credit Card,0
30282,47,Male,Sarawak,Education,Gold,13,5607,Electronics,6/15/2023,Credit Card,0
30283,61,Male,Penang,Human Resources,Gold,3,2952,Books,7/9/2023,Credit Card,0
30284,65,Male,Penang,Medicine,Gold,11,5417,Clothing,3/31/2023,Credit Card,0
30286,32,Male,Kedah,Arts,Platinum,1,668,Electronics,3/21/2023,TnG,1
30287,34,Male,Sarawak,Photography,Bronze,1,648,Clothing,3/6/2023,Cash,1
30289,52,Male,Selangor,Research,Silver,8,11615,Electronics,5/9/2023,Credit Card,0
30294,49,Female,Kedah,Marketing,Silver,4,3161,Books,3/1/2023,TnG,0
30299,45,Male,Perak,Healthcare,Platinum,3,5470,Clothing,8/26/2023,Credit Card,0
30302,48,Female,Kelantan,Education,Silver,7,8738,Home,8/16/2023,Credit Card,0
30303,22,Male,Penang,Entrepreneurship,Silver,9,5798,Clothing,9/6/2023,Credit Card,0
30305,36,Male,Perak,Construction,Platinum,9,6530,Electronics,7/9/2023,Credit Card,0
30309,29,Male,Malacca,Marketing,Silver,6,11640,Clothing,6/22/2023,Credit Card,1
30312,66,Female,Selangor,Arts,Gold,2,4181,Clothing,2/24/2023,Credit Card,0
30314,26,Female,Terengganu,Arts,Platinum,5,2164,Electronics,5/28/2023,Cash,1
30316,23,Male,Perak,Marketing,Platinum,2,3573,Home,5/20/2023,Credit Card,1
30317,34,Female,Pahang,Event Planning,Silver,1,2685,Electronics,2/9/2023,Cash,0
30318,64,Male,Perlis,Dentistry,Gold,10,7754,Books,8/27/2023,Credit Card,0
30319,50,Male,Malacca,Fitness,Gold,6,6726,Electronics,5/30/2023,Credit Card,1
30323,48,Female,Negeri Sembilan,Law Enforcement,Platinum,15,6811,Books,9/5/2023,Credit Card,1
30325,40,Male,Perlis,Healthcare,Silver,4,1814,Electronics,2/16/2023,TnG,0
30326,64,Male,Kedah,Plumbing,Bronze,10,4957,Electronics,2/24/2023,Credit Card,0
30329,35,Male,Pahang,Writing,Silver,4,676,Clothing,4/17/2023,Cash,0
30333,34,Male,Pahang,Engineering,Bronze,3,5004,Clothing,4/20/2023,Credit Card,1
30334,70,Male,Selangor,Architecture,Platinum,2,4608,Clothing,5/27/2023,Credit Card,0
30338,43,Female,Sarawak,Customer Service,Gold,4,6557,Books,5/4/2023,Credit Card,0
30340,20,Male,Pahang,Entrepreneurship,Silver,2,4659,Electronics,2/17/2023,Credit Card,0
30342,42,Male,Penang,Architecture,Gold,2,4783,Clothing,4/1/2023,Credit Card,1
30343,47,Male,Malacca,Arts,Silver,2,500,Electronics,5/13/2023,TnG,0
30346,70,Female,Perlis,Entrepreneurship,Platinum,18,8468,Clothing,6/8/2023,Credit Card,0
30347,22,Female,Pahang,Social Work,Bronze,1,5082,Electronics,7/28/2023,Credit Card,0
30348,69,Male,Pahang,Research,Gold,2,5053,Home,6/27/2023,Credit Card,0
30350,48,Male,Negeri Sembilan,Journalism,Bronze,9,6075,Electronics,7/13/2023,Credit Card,0
30352,41,Female,Selangor,Architecture,Silver,2,4368,Electronics,8/14/2023,Credit Card,1
30355,64,Male,Penang,Social Work,Gold,7,5413,Clothing,9/8/2023,Credit Card,0
30360,53,Male,Kedah,Engineering,Gold,5,5064,Electronics,8/10/2023,Credit Card,0
30363,50,Male,Penang,Law Enforcement,Gold,3,1397,Electronics,1/3/2023,Cash,0
30364,37,Male,Putrajaya,Medicine,Silver,5,2470,Books,6/3/2023,Credit Card,0
30365,64,Male,Perlis,Journalism,Bronze,7,8400,Clothing,4/17/2023,Credit Card,0
30366,37,Female,Malacca,Engineering,Platinum,9,8506,Books,7/4/2023,Credit Card,0
30367,65,Female,Kedah,Real Estate,Bronze,4,1502,Home,2/8/2023,TnG,0
30369,23,Female,Perak,Social Work,Platinum,2,1986,Electronics,3/25/2023,Credit Card,0
30373,31,Female,Sarawak,Design,Bronze,5,2069,Home,6/11/2023,Cash,0
30376,48,Female,Sarawak,Photography,Bronze,9,4905,Clothing,7/28/2023,Credit Card,0
30377,54,Female,Malacca,Research,Bronze,5,4084,Books,6/23/2023,Credit Card,0
30379,41,Female,Pahang,Fitness,Silver,1,2722,Books,2/27/2023,Credit Card,0
30380,56,Male,Kuala Lumpur,Research,Silver,8,3114,Clothing,5/1/2023,TnG,1
30383,68,Female,Kedah,Healthcare,Bronze,3,2238,Clothing,1/17/2023,Credit Card,0
30386,59,Male,Pahang,Healthcare,Platinum,4,8142,Clothing,5/3/2023,Credit Card,1
30388,35,Male,Terengganu,Engineering,Silver,4,2983,Clothing,8/1/2023,TnG,0
30389,37,Male,Perak,Information Technology,Silver,1,4123,Books,8/28/2023,Credit Card,1
30390,45,Male,Perak,Research,Bronze,9,5721,Electronics,7/13/2023,Credit Card,0
30393,33,Male,Perak,Engineering,Gold,3,619,Books,1/25/2023,Cash,0
30395,53,Male,Perlis,Social Work,Silver,10,6956,Books,9/13/2023,Credit Card,0
30396,64,Female,Sabah,Business Analysis,Gold,2,4066,Clothing,6/18/2023,Credit Card,0
30398,44,Female,Penang,Writing,Platinum,5,666,Electronics,6/24/2023,Cash,0
30400,50,Female,Penang,Human Resources,Silver,4,5421,Home,7/17/2023,Credit Card,0
30402,28,Female,Kedah,Entrepreneurship,Bronze,5,5037,Home,7/29/2023,Credit Card,1
30403,64,Female,Sarawak,Finance,Gold,41,29621,Electronics,9/2/2023,Credit Card,0
30404,30,Male,Terengganu,Pharmacy,Silver,1,1521,Home,4/17/2023,Cash,0
30409,54,Male,Perak,Writing,Silver,4,2135,Electronics,3/4/2023,TnG,0
30412,54,Male,Perak,Business Analysis,Silver,5,6959,Electronics,8/20/2023,Credit Card,0
30415,45,Male,Penang,Information Technology,Bronze,4,3394,Electronics,5/8/2023,Credit Card,0
30416,47,Male,Putrajaya,Photography,Platinum,6,7910,Electronics,8/16/2023,Credit Card,1
30417,32,Female,Perlis,Writing,Platinum,3,4676,Electronics,2/3/2023,Credit Card,0
30418,24,Male,Perak,Real Estate,Silver,7,2307,Electronics,4/5/2023,Cash,0
30419,28,Male,Penang,Student,Gold,3,4846,Clothing,1/3/2023,Credit Card,0
30420,70,Female,Putrajaya,Fitness,Gold,7,1708,Clothing,8/26/2023,Credit Card,0
30423,30,Male,Malacca,Education,Platinum,4,1441,Clothing,7/10/2023,Cash,0
30427,63,Female,Terengganu,Writing,Bronze,8,7970,Home,6/19/2023,Credit Card,0
30428,55,Female,Kuala Lumpur,Entrepreneurship,Gold,10,11991,Books,6/25/2023,Credit Card,1
30430,29,Male,Selangor,Dentistry,Bronze,2,7260,Books,5/24/2023,Credit Card,1
30443,67,Female,Sabah,Finance,Silver,1,3556,Home,1/20/2023,Credit Card,1
30445,41,Male,Perak,Pharmacy,Platinum,5,2621,Books,7/11/2023,Cash,0
30446,47,Male,Sarawak,Law Enforcement,Gold,8,7050,Clothing,5/3/2023,Credit Card,1
30447,34,Female,Sabah,Research,Platinum,4,1289,Books,3/25/2023,TnG,0
30448,61,Male,Kelantan,Healthcare,Silver,4,4967,Clothing,8/28/2023,Credit Card,0
30450,22,Male,Sabah,Writing,Bronze,2,2051,Books,5/14/2023,TnG,0
30454,40,Female,Kuala Lumpur,Arts,Silver,5,6407,Clothing,4/23/2023,Credit Card,0
30456,34,Female,Kedah,Student,Platinum,3,7019,Home,6/2/2023,Credit Card,0
30458,39,Male,Kelantan,Marketing,Platinum,5,3754,Electronics,4/26/2023,Credit Card,0
30460,38,Male,Penang,Writing,Platinum,2,1230,Electronics,8/2/2023,TnG,1
30462,68,Female,Perlis,Law Enforcement,Bronze,2,2381,Clothing,4/17/2023,Cash,1
30463,64,Male,Putrajaya,Plumbing,Platinum,16,13909,Books,7/18/2023,Credit Card,1
30466,40,Male,Malacca,Marketing,Gold,3,2133,Clothing,4/21/2023,Cash,0
30467,62,Female,Perak,Construction,Silver,2,4770,Books,8/29/2023,Credit Card,0
30470,60,Female,Johor,Piloting,Silver,21,8107,Books,8/27/2023,Credit Card,0
30471,44,Male,Putrajaya,Finance,Bronze,4,4453,Home,7/26/2023,Credit Card,1
30472,67,Female,Kuala Lumpur,Research,Platinum,15,14624,Clothing,7/13/2023,Credit Card,1
30473,68,Male,Putrajaya,Dentistry,Bronze,16,16911,Books,8/20/2023,Credit Card,0
30474,66,Female,Terengganu,Social Work,Gold,4,2900,Clothing,8/5/2023,TnG,0
30475,51,Male,Johor,Plumbing,Bronze,3,701,Books,6/27/2023,TnG,1
30479,52,Male,Terengganu,Human Resources,Silver,7,9422,Electronics,9/1/2023,Credit Card,0
30481,64,Female,Kedah,Human Resources,Bronze,16,17073,Books,8/28/2023,Credit Card,0
30482,40,Female,Sabah,Event Planning,Silver,6,7419,Clothing,6/4/2023,Credit Card,0
30483,21,Male,Kedah,Education,Bronze,1,2121,Electronics,8/8/2023,Credit Card,0
30484,26,Female,Kedah,Medicine,Bronze,3,3035,Clothing,1/15/2023,Cash,1
30485,45,Female,Kedah,Marketing,Bronze,9,9644,Books,8/16/2023,Credit Card,0
30486,35,Male,Sabah,Construction,Gold,1,4595,Home,5/15/2023,Credit Card,1
30487,60,Female,Negeri Sembilan,Construction,Silver,3,5298,Books,7/15/2023,Credit Card,0
30490,46,Male,Selangor,Education,Bronze,1,2532,Books,5/14/2023,TnG,1
30491,29,Male,Negeri Sembilan,Customer Service,Bronze,1,3959,Home,9/10/2023,Credit Card,0
30493,33,Male,Kedah,Real Estate,Gold,1,3758,Clothing,4/4/2023,Credit Card,0
30494,34,Female,Sabah,Design,Platinum,6,6911,Books,8/4/2023,Credit Card,0
30495,36,Female,Perlis,Writing,Bronze,1,471,Books,2/3/2023,Credit Card,0
30496,69,Male,Sarawak,Finance,Platinum,2,3500,Electronics,3/28/2023,Credit Card,0
30507,64,Male,Perak,Fitness,Gold,20,13485,Books,7/4/2023,Credit Card,0
30510,32,Male,Kelantan,Healthcare,Silver,2,5001,Books,1/21/2023,Credit Card,0
30512,35,Male,Sarawak,Education,Silver,9,7653,Books,8/8/2023,Credit Card,0
30513,60,Female,Terengganu,Social Work,Bronze,5,2555,Home,2/13/2023,Credit Card,1
30516,55,Female,Malacca,Dentistry,Gold,6,3641,Clothing,4/13/2023,Credit Card,0
30518,69,Female,Kelantan,Research,Platinum,3,7034,Books,4/14/2023,Credit Card,0
30519,24,Female,Perak,Research,Gold,3,2040,Home,4/25/2023,TnG,0
30520,40,Female,Kelantan,Student,Gold,12,10344,Home,7/7/2023,Credit Card,0
30521,34,Female,Sabah,Student,Silver,6,5055,Electronics,5/24/2023,Credit Card,0
30522,46,Male,Kuala Lumpur,Research,Silver,5,1662,Home,7/5/2023,TnG,1
30523,44,Male,Johor,Piloting,Silver,11,7719,Books,8/30/2023,Credit Card,0
30524,64,Female,Sarawak,Research,Bronze,3,1963,Electronics,2/17/2023,Cash,0
30525,19,Female,Penang,Marketing,Silver,7,5883,Electronics,6/17/2023,Credit Card,0
30527,34,Male,Kedah,Entrepreneurship,Bronze,1,5145,Electronics,2/12/2023,Credit Card,1
30528,24,Female,Pahang,Student,Platinum,3,2154,Clothing,4/28/2023,TnG,0
30529,66,Male,Terengganu,Information Technology,Gold,4,3577,Clothing,4/27/2023,Credit Card,1
30530,54,Male,Negeri Sembilan,Medicine,Gold,7,7053,Clothing,9/8/2023,Credit Card,1
30532,52,Female,Malacca,Customer Service,Bronze,1,2234,Clothing,8/21/2023,TnG,0
30533,43,Female,Putrajaya,Journalism,Gold,5,4746,Clothing,4/23/2023,Credit Card,0
30535,25,Male,Johor,Medicine,Bronze,5,1884,Clothing,7/3/2023,Cash,0
30536,66,Male,Kelantan,Human Resources,Gold,5,3724,Books,3/14/2023,Credit Card,0
30537,26,Female,Kelantan,Customer Service,Silver,7,5741,Books,4/4/2023,Credit Card,0
30538,66,Female,Pahang,Law Enforcement,Gold,5,5001,Electronics,9/10/2023,Credit Card,0
30539,40,Female,Kelantan,Customer Service,Silver,2,4876,Electronics,7/3/2023,Credit Card,0
30541,47,Male,Putrajaya,Fitness,Bronze,2,4155,Books,6/17/2023,Credit Card,1
30543,65,Male,Penang,Dentistry,Silver,16,12720,Books,8/6/2023,Credit Card,1
30545,26,Female,Malacca,Photography,Bronze,4,4084,Books,8/23/2023,Credit Card,1
30546,42,Female,Malacca,Student,Platinum,2,629,Clothing,2/19/2023,TnG,0
30548,66,Male,Sarawak,Arts,Silver,3,4091,Clothing,7/13/2023,Credit Card,0
30549,58,Female,Negeri Sembilan,Photography,Silver,7,3037,Books,8/10/2023,TnG,0
30551,38,Female,Kedah,Real Estate,Platinum,2,3748,Clothing,7/30/2023,Credit Card,0
30553,47,Female,Selangor,Event Planning,Platinum,4,3869,Electronics,1/14/2023,Credit Card,0
30554,58,Female,Putrajaya,Social Work,Silver,3,3610,Electronics,9/11/2023,Credit Card,0
30558,53,Female,Kedah,Law Enforcement,Gold,8,7405,Home,7/12/2023,Credit Card,0
30559,25,Male,Terengganu,Plumbing,Platinum,4,482,Clothing,7/27/2023,TnG,0
30560,19,Male,Pahang,Information Technology,Gold,10,6049,Clothing,8/2/2023,Credit Card,0
30564,62,Male,Sabah,Entrepreneurship,Bronze,3,2221,Electronics,7/14/2023,TnG,0
30565,53,Female,Selangor,Medicine,Bronze,5,5364,Home,5/9/2023,Credit Card,0
30568,21,Female,Terengganu,Pharmacy,Silver,4,2908,Electronics,2/14/2023,Credit Card,0
30571,54,Male,Negeri Sembilan,Information Technology,Gold,4,4266,Home,3/21/2023,Credit Card,0
30573,48,Female,Selangor,Journalism,Platinum,2,2148,Home,1/2/2023,Credit Card,1
30574,51,Male,Penang,Architecture,Gold,5,457,Clothing,6/23/2023,Credit Card,0
30576,31,Female,Perlis,Piloting,Platinum,2,2810,Books,2/6/2023,Credit Card,0
30578,39,Male,Kelantan,Arts,Bronze,5,1345,Clothing,2/24/2023,Credit Card,0
30581,41,Female,Malacca,Design,Silver,2,4988,Home,8/10/2023,Credit Card,1
30582,36,Male,Kuala Lumpur,Business Analysis,Platinum,4,2962,Clothing,5/17/2023,Cash,0
30583,18,Male,Putrajaya,Journalism,Bronze,3,704,Electronics,6/4/2023,Credit Card,0
30584,28,Male,Negeri Sembilan,Pharmacy,Bronze,12,9295,Home,1/18/2023,Credit Card,0
30585,66,Female,Kuala Lumpur,Finance,Platinum,3,2012,Clothing,6/22/2023,Credit Card,0
30586,55,Female,Perak,Education,Silver,1,3569,Electronics,8/31/2023,Credit Card,0
30587,36,Male,Johor,Human Resources,Gold,7,5568,Books,9/9/2023,Credit Card,0
30588,52,Female,Terengganu,Customer Service,Platinum,1,2793,Books,7/28/2023,TnG,0
30589,30,Male,Kedah,Event Planning,Platinum,5,3499,Electronics,8/17/2023,Credit Card,0
30592,49,Female,Penang,Writing,Gold,5,7615,Home,1/28/2023,Credit Card,0
30593,66,Female,Kuala Lumpur,Plumbing,Platinum,1,1381,Books,5/27/2023,Credit Card,0
30595,68,Female,Negeri Sembilan,Medicine,Bronze,5,5104,Home,5/16/2023,Credit Card,0
30596,46,Female,Kedah,Healthcare,Silver,10,3629,Books,6/24/2023,Credit Card,0
30598,68,Male,Perlis,Pharmacy,Silver,1,4892,Clothing,6/2/2023,Credit Card,0
30603,70,Female,Selangor,Education,Bronze,4,7642,Clothing,7/11/2023,Credit Card,1
30604,62,Female,Penang,Arts,Silver,10,4781,Clothing,9/1/2023,Credit Card,0
30605,59,Male,Sabah,Event Planning,Platinum,2,4370,Books,5/31/2023,Credit Card,0
30608,21,Female,Negeri Sembilan,Engineering,Silver,1,3593,Electronics,8/6/2023,Credit Card,0
30610,54,Male,Malacca,Fitness,Bronze,1,4544,Electronics,4/13/2023,Credit Card,0
30612,40,Male,Putrajaya,Piloting,Bronze,1,1636,Books,8/20/2023,Cash,0
30613,69,Male,Pahang,Writing,Platinum,4,2697,Clothing,8/12/2023,Cash,1
30614,55,Male,Kedah,Social Work,Bronze,16,17648,Books,6/13/2023,Credit Card,1
30615,54,Male,Kedah,Entrepreneurship,Platinum,7,3815,Clothing,3/25/2023,Credit Card,0
30618,35,Female,Kuala Lumpur,Piloting,Silver,9,7123,Books,2/6/2023,Credit Card,0
30619,56,Male,Putrajaya,Real Estate,Silver,7,10159,Electronics,7/1/2023,Credit Card,0
30620,53,Female,Kedah,Engineering,Platinum,10,6232,Books,4/14/2023,Credit Card,0
30621,61,Male,Putrajaya,Engineering,Platinum,4,1655,Books,3/11/2023,Cash,0
30622,57,Female,Sabah,Research,Bronze,5,1115,Books,6/5/2023,Cash,0
30623,34,Female,Penang,Medicine,Gold,7,3670,Books,8/10/2023,Credit Card,0
30628,18,Female,Sarawak,Entrepreneurship,Bronze,4,7576,Electronics,5/11/2023,Credit Card,1
30631,40,Male,Sarawak,Journalism,Gold,3,407,Clothing,7/21/2023,Credit Card,0
30632,56,Male,Perlis,Human Resources,Gold,3,2823,Electronics,7/20/2023,Cash,1
30633,39,Male,Penang,Plumbing,Bronze,14,11880,Books,7/24/2023,Credit Card,0
30634,61,Male,Malacca,Medicine,Gold,1,5287,Books,8/5/2023,Credit Card,0
30635,27,Male,Perlis,Medicine,Platinum,9,6322,Electronics,5/18/2023,Credit Card,1
30637,29,Male,Terengganu,Engineering,Gold,4,3781,Books,3/22/2023,Credit Card,0
30638,19,Female,Pahang,Arts,Bronze,5,4582,Clothing,4/8/2023,Credit Card,0
30641,28,Female,Terengganu,Pharmacy,Bronze,6,7670,Books,6/30/2023,Credit Card,0
30644,26,Female,Kedah,Architecture,Bronze,3,2896,Clothing,9/1/2023,Credit Card,1
30645,35,Male,Sabah,Social Work,Platinum,1,2640,Home,7/30/2023,TnG,0
30646,59,Male,Negeri Sembilan,Real Estate,Gold,5,9996,Books,8/22/2023,Credit Card,1
30647,51,Male,Perlis,Customer Service,Gold,2,7833,Clothing,3/21/2023,Credit Card,0
30648,50,Female,Terengganu,Customer Service,Gold,4,4790,Books,8/3/2023,Credit Card,1
30650,26,Female,Putrajaya,Journalism,Bronze,5,2497,Clothing,5/5/2023,Cash,1
30651,22,Male,Perlis,Arts,Silver,11,9612,Electronics,5/19/2023,Credit Card,0
30652,41,Female,Selangor,Dentistry,Silver,3,4967,Clothing,8/6/2023,Credit Card,0
30656,48,Female,Malacca,Design,Bronze,4,5221,Clothing,5/4/2023,Credit Card,0
30659,29,Female,Kuala Lumpur,Journalism,Silver,4,5306,Electronics,7/9/2023,Credit Card,0
30662,30,Female,Kedah,Construction,Bronze,2,4324,Books,1/9/2023,Credit Card,0
30663,54,Female,Kuala Lumpur,Engineering,Gold,5,4211,Clothing,8/23/2023,Credit Card,0
30665,23,Male,Johor,Research,Gold,2,2059,Home,4/20/2023,Credit Card,0
30666,31,Female,Perak,Finance,Gold,10,8063,Clothing,8/22/2023,Credit Card,0
30667,46,Female,Kelantan,Entrepreneurship,Gold,3,5266,Home,9/4/2023,Credit Card,1
30669,22,Female,Kelantan,Medicine,Gold,2,787,Home,3/29/2023,TnG,1
30670,57,Male,Malacca,Event Planning,Bronze,4,2232,Home,8/7/2023,TnG,0
30671,64,Female,Kedah,Journalism,Platinum,6,2518,Electronics,6/20/2023,Cash,0
30673,64,Female,Johor,Customer Service,Gold,3,4521,Electronics,8/19/2023,Credit Card,0
30679,50,Female,Johor,Photography,Bronze,1,428,Clothing,3/15/2023,Cash,0
30680,60,Female,Malacca,Architecture,Silver,10,10916,Home,4/16/2023,Credit Card,1
30682,46,Female,Malacca,Research,Silver,14,15646,Clothing,8/25/2023,Credit Card,1
30683,62,Male,Penang,Real Estate,Platinum,10,12580,Home,9/2/2023,Credit Card,0
30684,46,Male,Perak,Plumbing,Gold,5,4555,Home,4/9/2023,Credit Card,1
30686,22,Male,Sabah,Research,Bronze,3,1918,Clothing,7/15/2023,Credit Card,0
30687,55,Male,Perak,Arts,Platinum,4,3722,Books,4/13/2023,Credit Card,0
30690,34,Female,Penang,Social Work,Bronze,1,4193,Home,2/13/2023,Credit Card,0
30691,55,Male,Selangor,Piloting,Silver,5,10288,Clothing,8/19/2023,Credit Card,0
30695,65,Male,Kedah,Entrepreneurship,Bronze,1,2485,Clothing,3/16/2023,TnG,0
30697,60,Female,Selangor,Dentistry,Bronze,5,1191,Clothing,7/11/2023,TnG,0
30698,69,Female,Kedah,Writing,Bronze,1,2412,Electronics,6/2/2023,Cash,1
30699,48,Female,Sarawak,Pharmacy,Silver,2,1346,Electronics,6/8/2023,Cash,1
30704,59,Male,Negeri Sembilan,Social Work,Bronze,2,3574,Books,4/28/2023,Credit Card,1
30706,63,Female,Negeri Sembilan,Dentistry,Gold,5,3668,Home,6/22/2023,Credit Card,1
30707,62,Male,Kelantan,Social Work,Platinum,6,7720,Books,6/12/2023,Credit Card,0
30708,43,Male,Putrajaya,Dentistry,Silver,2,885,Home,4/28/2023,Credit Card,0
30711,55,Female,Kelantan,Event Planning,Silver,2,1446,Clothing,7/24/2023,Credit Card,0
30712,69,Female,Selangor,Customer Service,Gold,4,3826,Clothing,7/8/2023,Credit Card,0
30713,21,Female,Selangor,Law Enforcement,Gold,7,3336,Books,6/22/2023,Cash,0
30714,43,Female,Kedah,Dentistry,Silver,8,4555,Home,8/29/2023,Credit Card,1
30715,50,Female,Kelantan,Social Work,Silver,11,9287,Electronics,5/16/2023,Credit Card,1
30716,36,Female,Putrajaya,Fitness,Platinum,3,3737,Home,4/28/2023,Credit Card,0
30717,56,Male,Putrajaya,Marketing,Platinum,4,9248,Books,8/11/2023,Credit Card,0
30721,55,Female,Sabah,Education,Platinum,3,1711,Books,1/27/2023,TnG,0
30724,63,Male,Putrajaya,Entrepreneurship,Silver,24,18301,Books,8/23/2023,Credit Card,0
30726,57,Male,Negeri Sembilan,Marketing,Gold,4,1218,Books,8/4/2023,Cash,0
30727,60,Male,Sarawak,Customer Service,Bronze,10,7142,Books,5/31/2023,Credit Card,0
30729,51,Female,Selangor,Pharmacy,Gold,5,4888,Electronics,3/6/2023,Credit Card,0
30730,68,Male,Putrajaya,Law Enforcement,Silver,1,1048,Electronics,5/23/2023,Credit Card,0
30731,33,Male,Terengganu,Research,Platinum,4,6091,Home,7/9/2023,Credit Card,0
30733,36,Male,Kedah,Plumbing,Bronze,2,1140,Electronics,7/14/2023,TnG,0
30734,26,Female,Perlis,Medicine,Platinum,6,6844,Home,4/30/2023,Credit Card,0
30735,48,Female,Sabah,Photography,Gold,5,9390,Clothing,8/22/2023,Credit Card,1
30737,49,Male,Perak,Dentistry,Gold,6,3000,Electronics,4/21/2023,TnG,1
30741,40,Female,Selangor,Fitness,Silver,2,2620,Home,1/19/2023,Credit Card,0
30742,51,Male,Kedah,Information Technology,Silver,5,1503,Books,1/30/2023,Credit Card,0
30743,29,Male,Malacca,Information Technology,Silver,5,406,Clothing,4/15/2023,Cash,0
30744,19,Male,Kelantan,Real Estate,Gold,1,2131,Clothing,7/4/2023,TnG,0
30746,39,Female,Kuala Lumpur,Dentistry,Platinum,4,1006,Clothing,8/27/2023,Cash,1
30749,50,Female,Malacca,Arts,Bronze,4,10910,Clothing,4/3/2023,Credit Card,0
30751,23,Male,Malacca,Piloting,Gold,3,4861,Books,5/21/2023,Credit Card,0
30752,41,Male,Penang,Arts,Bronze,2,3311,Books,1/24/2023,Credit Card,0
30753,46,Male,Putrajaya,Photography,Platinum,14,7483,Electronics,3/3/2023,Credit Card,0
30754,59,Male,Johor,Student,Bronze,1,2713,Clothing,4/10/2023,Credit Card,0
